state,session.year_start,bill_number,description,status,url,Type, , , , , , , , , , , , , , , , , , 
MS,2012,HB638,"An Act To Be Known As The ""religious Viewpoints Antidiscrimination Act"" Or ""schoolchildren's Religious Liberties Act""; To Prohibit Local School Districts From Discriminating Against Students Based On Their Expression Of Religious Viewpoints On Otherwise Permissible Subjects; To Require School Districts To Adopt A Policy That Establishes A Limited Public Forum For Student Speakers At School Events And To Require School Districts To Publish A Disclaimer Stating That The Students' Views Do Not Reflect Those Of The District; To Clarify That Students May Express Their Beliefs About Religion In Homework, Artwork And Other Assignments; To Authorize Students To Organize Prayer Groups, Religious Clubs And Other Religious Gatherings To The Same Extent That Students Are Permitted To Organize Other Noncurricular Student Activities And Groups; To Require School Districts To Adopt A Policy Regarding Limited Public Forums And Voluntary Expression Of Religious Viewpoints; To Provide A Model Policy On Student Expression Of Religious Viewpoints And Student Speakers Which School Districts May Adopt; To Amend Section 37-13-4.1, Mississippi Code Of 1972, In Conformity To The Provisions Of This Act; To Bring Forward Section 37-13-4, Mississippi Code Of 1972, Which Provides That Teachers And School Administrators May Permit The Voluntary Participation By Students In Prayer, For Purposes Of Possible Amendment; To Bring Forward Section 37-13-161, Mississippi Code Of 1972, Which Provides That Local School Boards May Allow References To Religion In The Public Schools When The References Do Not Constitute Aid To Any Religious Sect Or A Sectarian Purpose, For Purposes Of Possible Amendment; And For Related Purposes.",Dead,https://legiscan.com/MS/bill/HB638/2012,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
MS,2012,HB691,"An Act To Create The ""mississippi Student Religious Liberties Act Of 2012""; To Authorize Voluntary Student Expression Of Religious Viewpoints In Public Schools; To Require School Districts To Adopt A Policy Creating A Limited Public Forum For Voluntary Student Expression Of A Religious Viewpoint; To Require School Districts To Create A Limited Public Forum For Student Speakers At Graduation And Other Events; To Require School Districts To Allow Religious Expression In Class Assignments; To Require School Districts To Provide Students With The Freedom To Organize Religious Groups And Activities; To Establish A Model Policy On Student Expression Of Religious Viewpoints Which May Be Adopted By School Districts; And For Related Purposes.",Dead,https://legiscan.com/MS/bill/HB691/2012,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
MS,2012,SB2064,"An Act To Enact The ""mississippi Student Religious Liberties Act Of 2012""; To Provide For Voluntary Student Expression Of Religious Viewpoints In Public Schools; To Provide That Public School Districts Shall Provide A Limited Public Forum For Student Voluntary Expression Of A Religious Viewpoint; To Provide That Public School Districts Shall Provide A Limited Public Forum For Student Speakers At Nongraduation And Graduation Events; To Provide That Public School Districts Shall Allow Religious Expression In Class Assignments; To Provide That Public School Districts Shall Provide Students With The Freedom To Organize Religious Groups And Activities; And For Related Purposes.",Dead,https://legiscan.com/MS/bill/SB2064/2012,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
MS,2012,SB2234,"An Act To Enact The ""mississippi Student Religious Liberties Act Of 2012""; To Provide For Voluntary Student Expression Of Religious Viewpoints In Public Schools; To Provide That Public School Districts Shall Provide A Limited Public Forum For Student Voluntary Expression Of A Religious Viewpoint; To Provide That Public School Districts Shall Provide A Limited Public Forum For Student Speakers At Nongraduation And Graduation Events; To Provide That Public School Districts Shall Allow Religious Expression In Class Assignments; To Provide That Public School Districts Shall Provide Students With The Freedom To Organize Religious Groups And Activities; And For Related Purposes.",Dead,https://legiscan.com/MS/bill/SB2234/2012,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
MS,2013,HB1112,"An Act To Be Known As The ""schoolchildren's Religious Liberties Act""; To Prohibit Local School Districts From Discriminating Against Students Based On Their Expression Of Religious Perspectives On Otherwise Permissible Subjects; To Require School Districts To Adopt A Policy That Establishes A Limited Public Forum For Student Speakers At School Events And To Require School Districts To Publish A Disclaimer Stating That The Students' Views Do Not Reflect Those Of The District; To Clarify That Students May Express Their Beliefs About Religion In Homework, Artwork And Other Assignments; To Authorize Students To Organize Prayer Groups, Religious Clubs And Other Religious Gatherings To The Same Extent That Students Are Permitted To Organize Other Noncurricular Student Activities And Groups; To Require School Districts To Adopt A Policy Regarding Limited Public Forums And Voluntary Expression Of Religious Perspectives; To Provide A Model Policy On Student Expression Of Religious Perspectives And Student Speakers Which School Districts May Adopt; To Amend Section 37-13-4.1, Mississippi Code Of 1972, In Conformity To The Provisions Of This Act; To Bring Forward Section 37-13-4, Mississippi Code Of 1972, Which Provides That Teachers And School Administrators May Permit The Voluntary Participation By Students In Prayer, For Purposes Of Possible Amendment; To Bring Forward Section 37-13-161, Mississippi Code Of 1972, Which Provides That Local School Boards May Allow References To Religion In The Public Schools When The References Do Not Constitute Aid To Any Religious Sect Or A Sectarian Purpose, For Purposes Of Possible Amendment; And For Related Purposes.",Dead,https://legiscan.com/MS/bill/HB1112/2013,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
MS,2013,HB721,"An Act To Enact The ""mississippi Student Religious Liberties Act Of 2013;"" To Provide For Voluntary Student Expression Of Religious Viewpoints In Public Schools; To Provide That Public School Districts Shall Provide A Limited Public Forum For Student Voluntary Expression Of A Religious Viewpoint; To Provide That Public School Districts Shall Provide A Limited Public Forum For Student Speakers At Nongraduation And Graduation Events; To Provide That Public School Districts Shall Allow Religious Expression In Class Assignments; To Provide That Public School Districts Shall Provide Students With The Freedom To Organize Religious Groups And Activities; And For Related Purposes.",Dead,https://legiscan.com/MS/bill/HB721/2013,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
MS,2014,SB2534,An Act To Protect Religious Student Associations By Prohibiting A Mississippi Institution Of Higher Learning Or Public Community College From Denying Any Benefit Available To Any Other Student Association Or Discriminating Against A Religious Student Association Based On Its Requirement That Its Leaders Or Members Comply With Religious Beliefs Or Practices; Protecting Students' Free Exercise Of Religion; And Providing Judicial Relief; And For Related Purposes.,Dead,https://legiscan.com/MS/bill/SB2534/2014,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
MS,2018,HB1409,"An Act To Amend Section 37-13-8, Mississippi Code Of 1972, To Require Local School Boards To Designate A Period Of Reflection At The Beginning Of Each School Day To Provide For Prayer On A Voluntary Basis; To Bring Forward Sections 37-13-4 And 37-13-4.1, Mississippi Code Of 1972, For The Purpose Of Possible Amendments; And For Related Purposes.",Dead,https://legiscan.com/MS/bill/HB1409/2018,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
MS,2019,HB1172,"An Act To Amend Section 37-13-8, Mississippi Code Of 1972, To Require Local School Boards To Designate A Period Of Reflection At The Beginning Of Each School Day To Provide For Prayer On A Voluntary Basis; To Bring Forward Sections 37-13-4 And 37-13-4.1, Mississippi Code Of 1972, For The Purpose Of Possible Amendments; And For Related Purposes.",Dead,https://legiscan.com/MS/bill/HB1172/2019,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
MS,2019,HB1176,"An Act To Amend Section 37-9-59, Mississippi Code Of 1972, To Prohibit Any Superintendent Of Schools, His Administrative Designee Or Any Principal From Dismissing Or Suspending Any Licensed School Employee For Referring To Any Individual Student's Immutable Biological Sex As Objectively Determined By Anatomy And Genetics At Birth; To Prohibit Any Superintendent Of Schools, His Administrative Designee Or Any Principal From Requiring Licensed School Employees To Comply With Directives To Refer To A Student Based On The Student's Preferred Identity Association Against The Licensed Employee's Religious Belief Or Moral Conviction; To Bring Forward Sections 11-62-3, 11-62-5, 11-62-7, 11-62-9, 11-62-11, 11-62-13 And 11-62-15, Mississippi Code Of 1972, Which Are Provisions Of The ""protecting Freedom Of Conscience From Government Discrimination Act,"" For The Purpose Of Possible Amendments; To Amend Section 11-62-17, Mississippi Code Of 1972, In Conformity To The Preceding Provisions By Including Employees Of Public School Districts And Charter Schools In The Definition Of State Government; And For Related Purposes.",Dead,https://legiscan.com/MS/bill/HB1176/2019,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
MS,2016,HB587,"An Act To Provide That Religious Organizations, Clergy, Ministers And Certain Individuals Shall Not Be Required To Officiate Any Marriage Or Provide Services If That Action Would Cause The Organization Or Individual To Violate A Sincerely Held Religious Belief; To Provide That The Refusal To Solemnize Any Marriage Or Provide Services Based On A Religious Belief Is Not The Basis For A Civil Or Criminal Cause Of Action And Protected Organizations Or Individuals Shall Not Be Penalized Or Have Benefits Withheld For Refusing Such Services; And For Related Purposes.",Dead,https://legiscan.com/MS/bill/HB587/2016,Marriage,,,,,,,,,,,,,,,,,,
MS,2017,HB486,"An Act To Require The State Department Of Health To Develop And Make Available To Physicians A Standardized Written Summary Explaining Methods Of Treating Breast Cancer, Options For Breast Reconstruction, And The Availability Of Certain Coverage Of Procedures And Treatment; To Require Physicians To Provide The Summary To Each Person Under His Or Her Care Who Has Been Diagnosed To Have Breast Cancer, Upon Diagnosis Or As Soon Thereafter As Practicable; To Require The Physicians Issuing The Reports Of Mammographies That Demonstrate Dense Breast Tissue To Notify Patients Of Potential Problems Associated With Dense Breast Tissue; And For Related Purposes.",Dead,https://legiscan.com/MS/bill/HB486/2017,Marriage,,,,,,,,,,,,,,,,,,
MS,2014,HB929,An Act To Enact The Mississippi Religious Freedom Restoration Act; To Provide That State Action Or An Action By Any Person Based On State Action Shall Not Burden A Person's Right To The Exercise Of Religion; And For Related Purposes.,Dead,https://legiscan.com/MS/bill/HB929/2014,Religious Freedom Restoration Act,,,,,,,,,,,,,,,,,,
MS,2016,SB2822,"An Act To Amend Section 11-61-1, Mississippi Code Of 1972, To Clarify The Application Of The Mississippi Religious Freedom Restoration Act; And For Related Purposes.",Dead,https://legiscan.com/MS/bill/SB2822/2016,Religious Freedom Restoration Act,,,,,,,,,,,,,,,,,,
MS,2017,HB1372,"An Act To Repeal Section 11-61-1, Mississippi Code Of 1972, Which Provides For The Mississippi Religious Freedom Restoration Act; To Repeal Section 11-62-1 Through 11-62-19, Mississippi Code Of 1972, Which Provides For The Protecting Freedom Of Conscience From Government Discrimination Act; And For Related Purposes.",Dead,https://legiscan.com/MS/bill/HB1372/2017,Religious Freedom Restoration Act,,,,,,,,,,,,,,,,,,
MS,2015,HB851,"An Act To Prohibit The State Institutions Of Higher Learning And The Community And Junior Colleges From Denying Recognition, Privileges Or Benefits To A Student Organization On The Basis Of Religious Content Of The Organization's Speech Or The Manner In Which The Organization Determines Its Organizational Affairs; And For Related Purposes.",Failed,https://legiscan.com/MS/bill/HB851/2015,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
MS,2016,SB2093,"An Act To Amend Section 11-61-1, Mississippi Code Of 1972, To Clarify That Religious Leaders Are Not Required To Perform Same-sex Marriages; And For Related Purposes.",Failed,https://legiscan.com/MS/bill/SB2093/2016,Marriage,,,,,,,,,,,,,,,,,,
MS,2016,HB1523,"An Act To Create The ""protecting Freedom Of Conscience From Government Discrimination Act""; To Provide Certain Protections Regarding A Sincerely Held Religious Belief Or Moral Conviction For Persons, Religious Organizations And Private Associations; To Define A Discriminatory Action For Purposes Of This Act; To Provide That A Person May Assert A Violation Of This Act As A Claim Against The Government; To Provide Certain Remedies; To Require A Person Bringing A Claim Under This Act To Do So Not Later Than Two Years After The Discriminatory Action Was Taken; To Provide Certain Definitions; And For Related Purposes.",Passed,https://legiscan.com/MS/bill/HB1523/2016,Adoption Bill,,,,,,,,,,,,,,,,,,
MS,2016,HB1523,"An Act To Create The ""protecting Freedom Of Conscience From Government Discrimination Act""; To Provide Certain Protections Regarding A Sincerely Held Religious Belief Or Moral Conviction For Persons, Religious Organizations And Private Associations; To Define A Discriminatory Action For Purposes Of This Act; To Provide That A Person May Assert A Violation Of This Act As A Claim Against The Government; To Provide Certain Remedies; To Require A Person Bringing A Claim Under This Act To Do So Not Later Than Two Years After The Discriminatory Action Was Taken; To Provide Certain Definitions; And For Related Purposes.",Passed,https://legiscan.com/MS/bill/HB1523/2016,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
MS,2013,SB2633,"An Act To Enact The ""mississippi Student Religious Liberties Act Of 2013""; To Provide For Voluntary Student Expression Of Religious Viewpoints In Public Schools; To Provide That Public School Districts Shall Allow Religious Expression In Class Assignments; To Provide That Public School Districts Shall Provide Students With The Freedom To Organize Religious Groups And Activities; To Provide That Public School Districts Shall Provide A Limited Public Forum For Student Speakers At Nongraduation And Graduation Events; To Provide A Model Policy For Voluntary Religious Expression In Public Schools; And For Related Purposes.",Passed,https://legiscan.com/MS/bill/SB2633/2013,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
MT,2015,HB615,Revise laws related to the fundamental rights under the MT constitution,Intro,https://legiscan.com/MT/bill/HB615/2015,Religious Freedom Restoration Act,,,,,,,,,,,,,,,,,,
NC,2017,HB780,Uphold Historical Marriage Act,Dead,https://legiscan.com/NC/bill/H780/2017,Marriage,,,,,,,,,,,,,,,,,,
NC,2015,SB550,NC Religious Freedom Restoration Act,Dead,https://legiscan.com/NC/bill/S550/2015,Religious Freedom Restoration Act,,,,,,,,,,,,,,,,,,
NC,2013,S138,Bible Study Elective,Intro,https://legiscan.com/NC/bill/S138/2013,Bible Literacy Act,,,,,,,,,,,,,,,,,,
NC,2015,H348,NC Religious Freedom Restoration Act,Intro,https://legiscan.com/NC/bill/H348/2015,Religious Freedom Restoration Act,,,,,,,,,,,,,,,,,,
NC,2013,S370,Respect for Student Prayer/Religious Activity,Passed,https://legiscan.com/NC/bill/S370/2013,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
NC,2015,S2,Magistrates Recusal for Civil Ceremonies,Passed,https://legiscan.com/NC/bill/S2/2015,Marriage,,,,,,,,,,,,,,,,,,
ND,2019,2136,"A BILL for an Act to amend and reenact sections 15.1-21-02 and 15.1-21-02.2 of the North Dakota Century Code, relating to public and nonpublic high schools offering elective instruction on the Bible.",Intro,https://legiscan.com/ND/bill/2136/2019,Bible Literacy Act,,,,,,,,,,,,,,,,,,
ND,2003,SB2188,"A child-placing agency is not required to perform, assist, counsel, recommend, facilitate, refer, or participate in a placement that violates the agency's written religious or moral convictions or policies",Passed,https://www.westlaw.com/Document/I572E88207D0711D8A74D87B95E93B7F0/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,Adoption Bill,,,,,,,,,,,,,,,,,,
NE,2019,LB73,Require display of the national motto in schools,Intro,https://legiscan.com/NE/bill/LB73/2019,National Motto Display Act,,,,,,,,,,,,,,,,,,
NE,2016,LB975,Adopt the Child Welfare Services Preservation Act,Withdrawn,https://legiscan.com/NE/bill/LB975/2015,Adoption Bill,,,,,,,,,,,,,,,,,,
NH,2018,HB1560,Prohibiting Medicaid from paying for sex reassignment drug or hormone therapy or surgery.,Dead,https://legiscan.com/NH/bill/HB1560/2018,Healthcare,,,,,,,,,,,,,,,,,,
NH,2018,SB331,Prohibiting Medicaid from paying for sex reassignment drug or hormone therapy or surgery.,Dead,https://legiscan.com/NH/bill/SB331/2018,Healthcare,,,,,,,,,,,,,,,,,,
NH,2012,HB1264,"Establishing a religious exemption for individuals who do not wish to provide accommodations, goods, or services for marriages.",Dead,https://legiscan.com/NH/bill/HB1264/2012,Marriage,,,,,,,,,,,,,,,,,,
NH,2018,HB1787,Relative to the rights of conscience for medical professionals.,Intro,https://legiscan.com/NH/bill/HB1787/2018,Healthcare,,,,,,,,,,,,,,,,,,
NJ,2016,A1706,Provides religious exemption for clergy and religious organizations concerning same-sex marriages and civil unions.,Dead,https://legiscan.com/NJ/bill/A1706/2016,Marriage,,,,,,,,,,,,,,,,,,
NJ,2018,SCR84,Urges the federal government to rescind proposed rules and not establish a Division of Conscience and Religious Freedom.,Intro,https://legiscan.com/NJ/bill/SCR84/2018,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
NJ,2012,A4481,"Allows school district to teach about traditional winter celebrations, display holiday symbols on school property, and include musical selections with religious themes.",Intro,https://legiscan.com/NJ/bill/A4481/2012,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
NJ,2014,A1302,"Allows school district to teach about traditional winter celebrations, display holiday symbols on school property, and include musical selections with religious themes.",Intro,https://legiscan.com/NJ/bill/A1302/2014,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
NJ,2016,A3307,"Allows school district to teach about traditional winter celebrations, display holiday symbols on school property, and include musical selections with religious themes.",Intro,https://legiscan.com/NJ/bill/A3307/2016,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
NJ,2018,A2822,"Allows school district to teach about traditional winter celebrations, display holiday symbols on school property, and include musical selections with religious themes.",Intro,https://legiscan.com/NJ/bill/A2822/2018,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
NJ,2010,A142,Provides that public official may refuse to solemnize civil unions if solemnization conflicts with public official's conscience or sincerely held moral or religious beliefs.,Intro,https://legiscan.com/NJ/bill/A142/2010,Marriage,,,,,,,,,,,,,,,,,,
NJ,2012,A837,Provides that public official may refuse to solemnize civil unions if solemnization conflicts with public official's conscience or sincerely held moral or religious beliefs.,Intro,https://legiscan.com/NJ/bill/A837/2012,Marriage,,,,,,,,,,,,,,,,,,
NJ,2014,A199,"Enacts the ""Marriage Equality and Religious Exemption Act.""",Intro,https://legiscan.com/NJ/bill/A199/2014,Marriage,,,,,,,,,,,,,,,,,,
NM,2016,HB55,Amend Nm Religious Freedom Act,Dead,https://legiscan.com/NM/bill/HB55/2016,Religious Freedom Restoration Act,,,,,,,,,,,,,,,,,,
NV,2015,AB120,Clarifies rights of public school pupils regarding the free exercise of religion and freedom of expression. (BDR 34-520),Passed,https://legiscan.com/NV/bill/AB120/2015,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
NY,2013,A07551,"Enacts the ""New York student religious liberties act of 2013"" providing for voluntary student expression of religious viewpoints in public schools, allowing religious expression in class assignments and allowing students the freedom to organize religious groups and activities, and requiring public school districts to provide a limited public forum for student speakers at non-graduation and graduation events.",Intro,https://legiscan.com/NY/bill/A07551/2013,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
NY,2015,A04051,"Enacts the ""New York student religious liberties act of 2015"" providing for voluntary student expression of religious viewpoints in public schools, allowing religious expression in class assignments and allowing students the freedom to organize religious groups and activities, and requiring public school districts to provide a limited public forum for student speakers at non-graduation and graduation events.",Intro,https://legiscan.com/NY/bill/A04051/2015,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
NY,2017,A05353,"Enacts the ""New York student religious liberties act of 2017"" providing for voluntary student expression of religious viewpoints in public schools, allowing religious expression in class assignments and allowing students the freedom to organize religious groups and activities, and requiring public school districts to provide a limited public forum for student speakers at non-graduation and graduation events.",Intro,https://legiscan.com/NY/bill/A05353/2017,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
NY,2009,S04898,Prohibits discrimination against a person who refuses to perform or assist in an abortion when it is against his or her conscience or religious beliefs; gives complete and effective civil rights protection to such person.,Intro,https://legiscan.com/NY/bill/S04898/2009,Healthcare,,,,,,,,,,,,,,,,,,
OH,2015,HB425,"To amend sections 3313.601, 3314.03, 3326.11, and 3328.24 and to enact sections 3320.01, 3320.02, and 3320.03 of the Revised Code regarding student religious expression.",Dead,https://legiscan.com/OH/bill/HB425/2015,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
OH,2017,HB428,"To amend sections 3313.601, 3314.03, 3326.11, and 3328.24 and to enact sections 3320.01, 3320.02, and 3320.03 of the Revised Code regarding student religious expression and to entitle the act the ""Ohio Student Religious Liberties Act of 2018.""",Dead,https://legiscan.com/OH/bill/HB428/2017,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
OH,2018,HB363,"To amend sections 3345.02, 3345.021, 3345.023, and 3345.21, to amend, for the purpose of adopting a new section number as indicated in parentheses, section 3345.025 (3345.0210), and to enact new section 3345.025 and sections 3345.024 and 3345.026 of the Revised Code to enact the ""Campus Free Speech Act"" with respect to the freedom of speech and assembly at state institutions of higher education and the charging and allocation of student activity fees.",Dead,https://legiscan.com/OH/bill/HB363/2017,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
OH,2016,HB286,"To amend section 3101.08 of the Revised Code to provide that an ordained or licensed minister or religious society is not required to solemnize a marriage and a religious society is not required to allow any building or property of the religious society to be used to host a marriage ceremony if the marriage does not conform to the ordained or licensed minister's or religious society's sincerely held religious beliefs, to provide that an ordained or licensed minister or religious society is not subject to civil or criminal liability for such a denial, and to provide that the state and political subdivisions may not penalize or withhold benefits to an ordained or licensed minister or religious society for such a denial.",Dead,https://legiscan.com/OH/bill/HB286/2015,Marriage,,,,,,,,,,,,,,,,,,
OH,2016,HB537,"To amend sections 1901.14, 1907.18, 2101.27, 3101.05, 3101.08, 4111.17, and 4735.55 and to enact sections 3101.081, 3101.16, 3101.17, 3101.18, 4114.01, 4114.02, 4114.03, 4114.04, 4114.05, 4114.06, and 4114.07 of the Revised Code to make discrimination in housing or employment on the basis of sexual orientation an unlawful discriminatory practice; to provide specified protections for religious expression and beliefs about marriage, family, and sexuality; and to prohibit an elected official who solemnizes marriages from refusing to solemnize a marriage of two persons who have been granted a marriage license.",Dead,https://legiscan.com/OH/bill/HB537/2015,Marriage,,,,,,,,,,,,,,,,,,
OH,2017,HB36,"To amend sections 3101.08 and 4112.02 of the Revised Code to provide that an ordained or licensed minister or religious society is not required to solemnize a marriage and a religious society is not required to allow any building or property of the religious society to be used to host a marriage ceremony if the marriage does not conform to the ordained or licensed minister's or religious society's sincerely held religious beliefs, to provide that an ordained or licensed minister or religious society is not subject to civil or criminal liability for such a denial, to provide that the state and political subdivisions may not penalize or withhold benefits to an ordained or licensed minister or religious society for such a denial, and to make changes to the law governing unlawful discriminatory practices.",Dead,https://legiscan.com/OH/bill/HB36/2017,Marriage,,,,,,,,,,,,,,,,,,
OH,2011,HB219,To enact section 3313.6017 of the Revised Code to permit public school students to attend and receive credit for released time courses in religious instruction conducted off school property during regular school hours.,Intro,https://legiscan.com/OH/bill/HB219/2011,Bible Literacy Act,,,,,,,,,,,,,,,,,,
OH,2017,HB160,"To amend sections 9.03, 124.93, 125.111, 153.59, 153.591, 340.12, 511.03, 717.01, 1501.012, 1751.18, 2927.03, 3113.36, 3301.53, 3304.15, 3304.50, 3314.06, 3332.09, 3721.13, 3905.55, 4111.17, 4112.01, 4112.02, 4112.021, 4112.04, 4112.05, 4112.08, 4117.19, 4735.16, 4735.55, 4757.07, 4758.16, 4765.18, 5104.09, 5107.26, 5123.351, 5126.07, 5165.08, 5515.08, and 5709.832 of the Revised Code to enact the Ohio Fairness Act to prohibit discrimination on the basis of sexual orientation or gender identity or expression, to add mediation to the list of informal methods by which the Ohio Civil Rights Commission may use to induce compliance with Ohio's Civil Rights Law before instituting a formal hearing, and to uphold existing religious exemptions under Ohio's Civil Rights Law.",Intro,https://legiscan.com/OH/bill/HB160/2017,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
OK,2014,HB1940,Schools; creating the Religious Viewpoints Antidiscrimination Act; effective date; emergency.,Dead,https://legiscan.com/OK/bill/HB1940/2014,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
OK,2014,HB2422,Schools; creating the Religious Viewpoints Antidiscrimination Act; effective date; emergency.,Dead,https://legiscan.com/OK/bill/HB2422/2014,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
OK,2016,HJR1062,Constitutional amendment; repealing section prohibiting the use of public monies or property for sectarian or religious purposes; ballot title; filing.,Dead,https://legiscan.com/OK/bill/HJR1062/2016,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
OK,2017,SB450,Schools; creating the Religious Viewpoints Antidiscrimination Act. Effective date. Emergency.,Dead,https://legiscan.com/OK/bill/SB450/2017,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
OK,2015,HB1125,Marriage licenses; deleting issuance of marriage licenses; providing for marriage certificates and affidavits of common law marriage; effective date.,Dead,https://legiscan.com/OK/bill/HB1125/2015,Marriage,,,,,,,,,,,,,,,,,,
OK,2016,HJR1059,Constitutional amendment; providing protections for entities and individuals that refuse certain acts which violate a sincerely held religious belief; ballot title; filing.,Dead,https://legiscan.com/OK/bill/HJR1059/2016,Marriage,,,,,,,,,,,,,,,,,,
OK,2015,SB440,Creating Oklahoma Religious Freedom Restoration Act of 2015; repealing the Oklahoma Religious Freedom Act.,Dead,https://legiscan.com/OK/bill/SB440/2016,Religious Freedom Restoration Act,,,,,,,,,,,,,,,,,,
OK,2016,SB1328,Right of conscience; creating the Oklahoma Right of Conscience Act. Effective date.,Dead,https://legiscan.com/OK/bill/SB1328/2016,Religious Freedom Restoration Act,,,,,,,,,,,,,,,,,,
OK,2017,HB1507,Children and juvenile code; permitting private child-placing agency to refuse participation in certain placements; effective date.,Intro,https://legiscan.com/OK/bill/HB1507/2017,Adoption Bill,,,,,,,,,,,,,,,,,,
OK,2018,HJR1023,Constitutional amendment; providing protections for entities and individuals that refuse certain acts which violate a sincerely held religious belief; ballot title; filing.,Intro,https://legiscan.com/OK/bill/HJR1023/2017,Adoption Bill,,,,,,,,,,,,,,,,,,
OK,2018,HB3486,Children; permitting private child-placing agency to refuse action that violates its written religious convictions or policies; effective date.,Intro,https://legiscan.com/OK/bill/HB3486/2018,Adoption Bill,,,,,,,,,,,,,,,,,,
OK,2019,HB2533,Child-placing agencies; modifying applicability to child-placing agency receiving neither federal nor state funds; effective date.,Intro,https://legiscan.com/OK/bill/HB2533/2019,Adoption Bill,,,,,,,,,,,,,,,,,,
OK,2016,SB48,Schools; providing immunity from liability for offering certain elective course. Effective date.,Intro,https://legiscan.com/OK/bill/SB48/2016,Bible Literacy Act,,,,,,,,,,,,,,,,,,
OK,2010,SJR70,Constitutional amendment; enacting provisions relating to religious freedom.,Intro,https://legiscan.com/OK/bill/SJR70/2010,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
OK,2013,HB1456,Schools; creating the Religious Viewpoints Antidiscrimination Act; effective date; emergency.,Intro,https://legiscan.com/OK/bill/HB1456/2013,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
OK,2014,HB2675,Schools; creating the Oklahoma School Employee Religious Liberty Act of 2014; effective date; emergency.,Intro,https://legiscan.com/OK/bill/HB2675/2014,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
OK,2014,SB1142,Schools; creating the Religious Viewpoints Antidiscrimination Act. Effective date. Emergency.,Intro,https://legiscan.com/OK/bill/SB1142/2014,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
OK,2014,SB1427,Religious freedom; creating the Statute of Religious Freedom Act. Effective date.,Intro,https://legiscan.com/OK/bill/SB1427/2014,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
OK,2016,SB21,Schools; creating the Religious Viewpoints Anti-discrimination Act.,Intro,https://legiscan.com/OK/bill/SB21/2016,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
OK,2015,HB1599,Marriage; creating the Preservation of Sovereignty and Marriage Act; emergency.,Intro,https://legiscan.com/OK/bill/HB1599/2015,Marriage,,,,,,,,,,,,,,,,,,
OK,2015,SB478,Marriage; Protection of Religious Freedom in the Sanctity of Marriage Act of 2015; ceremonial services; codification. Effective date. Emergency.,Intro,https://legiscan.com/OK/bill/SB478/2015,Marriage,,,,,,,,,,,,,,,,,,
OK,2015,SB805,Marriage; creating the Preservation of Sovereignty and Marriage Act; marriage licensing. Emergency.,Intro,https://legiscan.com/OK/bill/SB805/2015,Marriage,,,,,,,,,,,,,,,,,,
OK,2016,SB581,Definitions and general provisions; providing that religious organizations not required to conduct proceedings or allow use of facilities. Effective date.,Intro,https://legiscan.com/OK/bill/SB581/2016,Marriage,,,,,,,,,,,,,,,,,,
OK,2016,SB973,Marriage; Preservation of Sovereignty and Marriage Act.,Intro,https://legiscan.com/OK/bill/SB973/2016,Marriage,,,,,,,,,,,,,,,,,,
OK,2010,SCR52,Declaring the official motto of the State of Oklahoma to be: Oklahoma--In God We Trust!,Intro,https://legiscan.com/OK/bill/SCR52/2010,National Motto Display Act,,,,,,,,,,,,,,,,,,
